index,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,animal_Type,Sex_upon_Outcome,Age_upon_Outcome,Breed,Color,Medicine
166,*Brie,8/14/2018 0:00,8/14/2018 0:00,8/1/2015,Transfer,Partner,Dog,Intact Female,3 years,Greyhound Mix,Brown Brindle/White,Colloid
167,,12/29/2017 16:49,12/29/2017 16:49,8/24/2017,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White,emulsions
168,,6/18/2018 14:12,6/18/2018 14:12,5/18/2018,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,White/Brown Tabby,Amoxicillin
169,Lana,9/24/2016 16:01,9/24/2016 16:01,12/11/2015,Transfer,Partner,Cat,Spayed Female,9 months,Domestic Shorthair Mix,White/Brown Tabby,Clindamycin
170,Alfie,1/9/2016 17:15,1/9/2016 17:15,1/3/2014,Adoption,,Dog,Neutered Male,2 years,Soft Coated Wheaten Terrier Mix,Cream/Gray,Amoxicillin
171,,1/14/2019 16:09,1/14/2019 16:09,1/7/2016,Transfer,Partner,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,White/Black,Ampicillin
172,Shades,7/9/2014 11:54,7/9/2014 11:54,5/8/2002,Adoption,Foster,Dog,Neutered Male,12 years,Labrador Retriever Mix,Black/White,Cefazolin
173,*Penny,4/26/2014 13:00,4/26/2014 13:00,4/22/2012,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Buff,sulfonamide
174,Miss Rose,9/22/2017 11:23,9/22/2017 11:23,1/12/2017,Return to Owner,,Cat,Intact Female,8 months,Domestic Shorthair Mix,Calico,Doxycycline
175,,8/27/2014 16:27,8/27/2014 16:27,8/5/2014,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,Erythromycin
176,Ginger,11/2/2013 17:47,11/2/2013 17:47,10/16/2009,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Red/White,Metronidazole
177,,7/7/2018 16:35,7/7/2018 16:35,9/3/2017,Adoption,,Dog,Spayed Female,10 months,German Shepherd/Cardigan Welsh Corgi,Cream/Black,Enrofloxacin
178,*Lolly,9/19/2016 15:30,9/19/2016 15:30,7/1/2016,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown Brindle,Florfenicol
179,Glenn,9/22/2015 13:47,9/22/2015 13:47,3/14/2015,Transfer,Partner,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Blue Tabby/White,Oxygen
180,*Josh,4/3/2014 13:26,4/3/2014 13:26,9/27/2012,Transfer,Partner,Dog,Intact Male,1 year,Miniature Pinscher Mix,Black/White,xylazine
181,Loki,3/23/2016 15:10,3/23/2016 15:10,3/20/2006,Return to Owner,,Cat,Neutered Male,10 years,Domestic Longhair Mix,Brown Tabby,medetomidine
182,Sheila,1/19/2015 18:38,1/19/2015 18:38,3/19/2014,Adoption,,Dog,Spayed Female,10 months,German Shepherd Mix,Brown/Black,yohimbine
183,Rocket,3/30/2015 17:00,3/30/2015 17:00,3/26/2013,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tricolor,tolazoline
184,,7/1/2018 17:43,7/1/2018 17:43,6/26/2017,Transfer,Snr,Cat,Intact Female,1 year,Domestic Medium Hair,Tortie,Anticholinergic
185,Pumpkin,9/4/2014 9:57,9/4/2014 9:57,8/2/2011,Died,In Kennel,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Orange Tabby,Lidocaine
186,,8/23/2016 18:12,8/23/2016 18:12,6/19/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,Adrenaline
187,,6/7/2016 18:48,6/7/2016 18:48,5/7/2016,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby/White,anaesthetic
188,Tucker,2/11/2017 13:53,2/11/2017 13:53,3/2/2016,Adoption,,Dog,Neutered Male,11 months,Labrador Retriever Mix,Brown/White,midazolam
189,Sugar,12/26/2015 18:31,12/26/2015 18:31,11/23/2013,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,inflammatory
190,Chula,12/3/2016 15:16,12/3/2016 15:16,5/29/2012,Adoption,,Dog,Spayed Female,4 years,Chihuahua Shorthair/Dachshund,Tan,Opioids
191,,4/9/2015 14:17,4/9/2015 14:17,4/6/2015,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,Crystalloid
192,Colossus,12/1/2016 17:33,12/1/2016 17:33,10/2/2015,Adoption,,Other,Neutered Male,1 year,Chinchilla-Stnd Mix,Gray,Potassium chloride
193,,7/7/2014 8:40,7/7/2014 8:40,7/6/2013,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black/Brown,gluconate
194,,3/21/2015 9:00,3/21/2015 9:00,3/20/2014,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black,mannitol
195,Aria,2/28/2014 10:47,2/28/2014 10:47,11/24/2013,Adoption,,Dog,Spayed Female,3 months,Cardigan Welsh Corgi/English Setter,White/Black,Dextrose
196,Malo,1/25/2017 18:09,1/25/2017 18:09,7/13/2014,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black,Heparin
197,*Captamerica,8/19/2016 19:11,8/19/2016 19:11,5/8/2016,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue/White,Vitamin K6
198,Oreo,10/13/2013 15:10,10/13/2013 15:10,8/9/2010,Adoption,,Dog,Spayed Female,3 years,Border Collie Mix,Black/White,isoflurane
199,*Bacon,7/9/2016 18:26,7/9/2016 18:26,4/17/2016,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue,alfaxalone
200,Oreo,4/2/2018 16:39,4/2/2018 16:39,2/23/2018,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair,Lynx Point,propofol
201,Winnie,7/12/2014 15:00,7/12/2014 15:00,6/24/2010,Adoption,,Cat,Spayed Female,4 years,Russian Blue Mix,Blue,hydroxyzine
202,Delilah,10/14/2013 11:42,10/14/2013 11:42,8/3/2011,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Merle/White,Colloid
203,Chaco,1/13/2019 15:51,1/13/2019 15:51,4/11/2018,Return to Owner,,Dog,Intact Male,9 months,Labrador Retriever Mix,Black/White,emulsions
204,Snowflake,12/9/2014 15:18,12/9/2014 15:18,11/26/2012,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Cream Tabby/White,Amoxicillin
205,Scooby,11/15/2018 19:12,11/15/2018 19:12,11/13/2017,Return to Owner,,Dog,Intact Male,1 year,German Shepherd Mix,Tan/Black,Clindamycin
206,Smoke,8/12/2014 15:42,8/12/2014 15:42,7/16/2007,Adoption,Foster,Cat,Neutered Male,7 years,Russian Blue Mix,Blue,Amoxicillin
207,*Dora,7/19/2014 13:08,7/19/2014 13:08,6/5/2014,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico,Ampicillin
208,,9/28/2017 18:40,9/28/2017 18:40,9/22/2016,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue Tabby,Cefazolin
209,,12/3/2018 12:25,12/3/2018 12:25,11/28/2016,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair Mix,White/Brown Tabby,sulfonamide
210,,6/22/2015 15:40,6/22/2015 15:40,6/18/2010,Euthanasia,Suffering,Cat,Intact Female,5 years,Domestic Shorthair Mix,Black,Doxycycline
211,*Pepper,8/8/2015 18:35,8/8/2015 18:35,10/20/2007,Adoption,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White,Erythromycin
212,Mittens,3/25/2018 17:13,3/25/2018 17:13,12/9/2014,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby/White,Metronidazole
hting Technician',Lex,12/1/2014 18:30,12/1/2014 18:30,11/29/2013,Return to Owner,,Dog,Neutered Male,1 year,Boxer Mix,Brown,Enrofloxacin
213,Peeta,7/25/2016 15:07,7/25/2016 15:07,7/18/2011,Return to Owner,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange Tabby,Florfenicol
214,,6/1/2014 17:15,6/1/2014 17:15,5/31/2012,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico,Oxygen
215,Luke,12/10/2017 18:24,12/10/2017 18:24,7/23/2017,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black/White,xylazine
216,*Shazie,6/20/2017 17:13,6/20/2017 17:13,4/23/2017,Adoption,,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Black Tabby,medetomidine
217,*Cosmo,10/20/2013 12:21,10/20/2013 12:21,8/10/2013,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Chocolate,yohimbine
218,,9/25/2014 9:00,9/25/2014 9:00,9/24/2013,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Brown Tabby,tolazoline
219,,8/13/2018 15:58,8/13/2018 15:58,6/3/2018,Adoption,Foster,Dog,Neutered Male,2 months,Pit Bull Mix,White/Black,Anticholinergic
220,Kyra,9/25/2015 15:02,9/25/2015 15:02,9/8/2014,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Fawn/White,Lidocaine
221,Ittybitty,5/4/2014 15:20,5/4/2014 15:20,5/31/2007,Euthanasia,Aggressive,Dog,Spayed Female,6 years,Pit Bull Mix,Black/White,Adrenaline
222,Moe,1/22/2017 14:25,1/22/2017 14:25,12/28/2015,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,anaesthetic
223,Max,7/11/2015 11:44,7/11/2015 11:44,7/2/2010,Return to Owner,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange Tabby,midazolam
224,Daisy,6/17/2018 15:36,6/17/2018 15:36,9/6/2017,Adoption,,Dog,Spayed Female,9 months,Chihuahua Shorthair Mix,Tan/White,inflammatory
225,*Max,7/24/2016 17:25,7/24/2016 17:25,5/12/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,Opioids
226,,6/24/2018 19:22,6/24/2018 19:22,8/20/2017,Adoption,,Dog,Neutered Male,10 months,Alaskan Husky Mix,Chocolate/Cream,Crystalloid
227,*Brody,10/5/2014 18:29,10/5/2014 18:29,9/18/2009,Adoption,,Dog,Neutered Male,5 years,Parson Russell Terrier Mix,White/Brown Brindle,Potassium chloride
228,Lucky,10/15/2013 11:14,10/15/2013 11:14,8/15/2010,Adoption,Foster,Dog,Neutered Male,3 years,Miniature Poodle Mix,White,gluconate
229,,1/20/2016 19:00,1/20/2016 19:00,5/8/2015,Transfer,SCRP,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Brown Tabby,mannitol
230,Coco,3/9/2014 11:34,3/9/2014 11:34,2/28/2011,Return to Owner,,Dog,Intact Female,3 years,Pit Bull Mix,White/Brown,Dextrose
231,,3/13/2014 14:58,3/13/2014 14:58,3/8/2014,Transfer,Partner,Dog,Intact Male,5 days,Pit Bull Mix,Fawn,Heparin
id': '597ef3be9251415d9802ddac',Bear,2/26/2017 18:07,2/26/2017 18:07,7/21/2015,Adoption,,Dog,Neutered Male,1 year,Flat Coat Retriever Mix,Black,Vitamin K7
232,Quill,12/14/2018 16:59,12/14/2018 16:59,4/14/2018,Adoption,Foster,Dog,Neutered Male,8 months,Labrador Retriever Mix,White/Black,isoflurane
233,Lil Girl,6/9/2016 17:17,6/9/2016 17:17,6/1/2015,Return to Owner,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Tan,alfaxalone
234,,1/8/2017 9:00,1/8/2017 9:00,1/7/2016,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White,propofol
235,Jackson,6/24/2015 18:17,6/24/2015 18:17,3/2/2015,Adoption,,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black/White,hydroxyzine
236,Lola,7/15/2017 16:59,7/15/2017 16:59,9/9/2016,Adoption,,Dog,Spayed Female,10 months,Siberian Husky Mix,White,Colloid
237,Tinker Bell,5/1/2014 17:05,5/1/2014 17:05,4/25/2013,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White,emulsions
238,*Tonto,5/9/2016 15:42,5/9/2016 15:42,3/16/2012,Transfer,Partner,Dog,Neutered Male,4 years,German Shepherd Mix,Black,Amoxicillin
239,Fetty,1/3/2016 17:00,1/3/2016 17:00,9/16/2015,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,Clindamycin
240,Kitty,6/20/2017 15:37,6/20/2017 15:37,6/17/2016,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby,Amoxicillin
241,*Esme,11/8/2018 15:38,11/8/2018 15:38,10/24/2016,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black,Ampicillin
242,Cal,11/13/2014 11:37,11/13/2014 11:37,6/26/2012,Return to Owner,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Black,Cefazolin
243,*Rudy,2/15/2016 18:46,2/15/2016 18:46,11/26/2015,Adoption,,Dog,Neutered Male,2 months,Blue Lacy,Blue/Tan,sulfonamide
244,Schroeder,9/25/2015 12:35,9/25/2015 12:35,8/20/2010,Adoption,,Dog,Neutered Male,5 years,German Shepherd Mix,Black/Brown,Doxycycline
245,*Randy,9/24/2016 17:17,9/24/2016 17:17,7/16/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,Erythromycin
246,*Miles,9/27/2015 13:08,9/27/2015 13:08,9/6/2013,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black,Metronidazole
247,Huckleberry,2/14/2015 15:50,2/14/2015 15:50,2/4/2014,Adoption,,Dog,Neutered Male,1 year,Black/Tan Hound Mix,Brown/Black,Enrofloxacin
248,,10/29/2016 17:35,10/29/2016 17:35,7/29/2016,Transfer,Partner,Dog,Intact Male,3 months,Cairn Terrier Mix,Tan/White,Florfenicol
249,Ladybird,10/20/2015 17:24,10/20/2015 17:24,5/12/2001,Return to Owner,,Dog,Spayed Female,14 years,German Shepherd Mix,Black/Cream,Oxygen
250,,9/26/2017 15:19,9/26/2017 15:19,5/25/2017,Transfer,Partner,Cat,Neutered Male,4 months,American Shorthair Mix,White/Blue,xylazine
251,,8/25/2016 12:01,8/25/2016 12:01,4/14/2016,Adoption,Foster,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,Brown/Black,medetomidine
252,Maggie,10/5/2013 18:56,10/5/2013 18:56,11/29/2012,Adoption,,Dog,Spayed Female,10 months,Australian Shepherd/Australian Cattle Dog,Blue Merle/White,yohimbine
253,,4/21/2014 18:04,4/21/2014 18:04,3/21/2014,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,tolazoline
254,Katy,9/17/2017 13:51,9/17/2017 13:51,4/15/2017,Transfer,Partner,Other,Intact Female,5 months,Guinea Pig Mix,Brown/Black,Anticholinergic
255,,4/4/2017 14:51,4/4/2017 14:51,3/20/2017,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black,Lidocaine
256,*Sam,7/5/2016 0:00,7/5/2016 0:00,7/1/2015,Transfer,Partner,Dog,Intact Male,1 year,Miniature Poodle Mix,Tan,Adrenaline
257,Hogan,9/17/2017 11:24,9/17/2017 11:24,11/20/2015,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,anaesthetic
258,,9/18/2018 15:03,9/18/2018 15:03,9/8/2011,Adoption,,Dog,Spayed Female,7 years,Miniature Poodle,Gray,midazolam
259,Coco,12/5/2018 11:17,12/5/2018 11:17,12/4/2014,Return to Owner,,Dog,Spayed Female,4 years,Basset Hound Mix,Brown Brindle/White,inflammatory
260,,4/27/2016 10:59,4/27/2016 10:59,4/21/2015,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby,Opioids
261,*Alfie,9/8/2016 18:59,9/8/2016 18:59,9/4/2013,Adoption,,Dog,Neutered Male,3 years,Miniature Pinscher/Chihuahua Shorthair,Black/Tan,Crystalloid
262,,9/3/2015 15:26,9/3/2015 15:26,7/29/2015,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Longhair Mix,Brown Tabby,Potassium chloride
263,Harvey,7/15/2015 11:47,7/15/2015 11:47,5/27/2015,Adoption,,Dog,Intact Male,1 month,Australian Shepherd Mix,Tricolor,gluconate
264,Shiba,11/12/2018 15:14,11/12/2018 15:14,6/21/2007,Adoption,,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Brown Tabby,mannitol
265,,8/29/2018 12:34,8/29/2018 12:34,5/26/2018,Adoption,,Dog,Neutered Male,3 months,Labrador Retriever Mix,Brown Brindle/White,Dextrose
266,,9/30/2017 18:46,9/30/2017 18:46,9/25/2016,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,Heparin
267,,11/9/2014 9:00,11/9/2014 9:00,8/1/2014,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,Vitamin K8
268,*Boudreaux,4/18/2014 12:02,4/18/2014 12:02,12/17/2013,Transfer,Partner,Dog,Neutered Male,4 months,Basenji/Chihuahua Longhair,Red/White,isoflurane
269,Flip,10/29/2018 18:15,10/29/2018 18:15,10/29/2010,Return to Owner,,Dog,Neutered Male,8 years,Miniature Schnauzer Mix,Brown/Black,alfaxalone
270,Fynn,2/12/2016 17:38,2/12/2016 17:38,2/4/2013,Adoption,,Dog,Neutered Male,3 years,Golden Retriever/Pembroke Welsh Corgi,Yellow,propofol
271,Brownie,7/11/2015 13:58,7/11/2015 13:58,11/16/2014,Transfer,Partner,Dog,Neutered Male,7 months,Labrador Retriever,Chocolate,hydroxyzine
272,Ophelia,5/3/2015 11:09,5/3/2015 11:09,11/17/2014,Adoption,,Dog,Spayed Female,5 months,Akita/Siberian Husky,Tan/White,Colloid
273,Sam,11/11/2013 15:50,11/11/2013 15:50,11/7/2012,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Buff,emulsions
274,*Fig,12/31/2016 17:11,12/31/2016 17:11,12/24/2005,Adoption,,Dog,Neutered Male,11 years,Chihuahua Shorthair Mix,Tan,Amoxicillin
275,Toby,1/27/2015 18:35,1/27/2015 18:35,11/8/2011,Adoption,,Dog,Neutered Male,3 years,Whippet Mix,Fawn,Clindamycin
276,Kali,11/26/2016 15:56,11/26/2016 15:56,4/15/2016,Return to Owner,,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black/White,Amoxicillin
277,,6/21/2018 13:46,6/21/2018 13:46,9/16/2012,Return to Owner,,Dog,Intact Male,5 years,Pit Bull Mix,Blue/White,Ampicillin
278,,9/4/2016 15:13,9/4/2016 15:13,7/20/2016,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,Cefazolin
279,*Duke,4/21/2018 12:15,4/21/2018 12:15,3/24/2017,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Black,sulfonamide
280,Tobi,5/31/2014 18:32,5/31/2014 18:32,11/18/2011,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever,Tan,Doxycycline
281,Honey,9/14/2014 16:59,9/14/2014 16:59,9/14/2004,Return to Owner,,Dog,Spayed Female,10 years,Labrador Retriever Mix,Yellow,Erythromycin
282,Ginger,8/16/2016 12:16,8/16/2016 12:16,8/2/2015,Adoption,,Dog,Spayed Female,1 year,Cairn Terrier/Italian Greyhound,Tan,Metronidazole
283,Lil Bit,1/28/2017 15:22,1/28/2017 15:22,5/20/2015,Return to Owner,,Dog,Neutered Male,1 year,Rat Terrier Mix,Tricolor/Brown Brindle,Enrofloxacin
284,Toby,4/3/2017 11:31,4/3/2017 11:31,11/29/2010,Transfer,Partner,Dog,Neutered Male,6 years,Miniature Poodle Mix,Apricot,Florfenicol
285,,2/19/2017 17:28,2/19/2017 17:28,2/12/2016,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,Oxygen
286,Pepito,6/14/2015 16:09,6/14/2015 16:09,4/24/2002,Adoption,,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Brown Tabby/White,xylazine
287,Chloe,11/11/2017 12:23,11/11/2017 12:23,8/25/2016,Adoption,Foster,Dog,Spayed Female,1 year,Labrador Retriever,Black,medetomidine
288,*Sunny,9/25/2015 9:55,9/25/2015 9:55,5/7/2015,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Torbie,yohimbine
289,*Maddie,8/2/2014 14:38,8/2/2014 14:38,3/2/2014,Transfer,Partner,Dog,Spayed Female,5 months,Pit Bull Mix,Blue/White,tolazoline
290,,8/24/2015 18:56,8/24/2015 18:56,6/22/2015,Adoption,,Dog,Spayed Female,2 months,Rat Terrier,Tan,Anticholinergic
291,Yuffie,2/8/2017 19:16,2/8/2017 19:16,1/23/2016,Return to Owner,,Dog,Spayed Female,1 year,Cairn Terrier Mix,Black Smoke/Gray,Lidocaine
292,Hocus,6/6/2015 19:06,6/6/2015 19:06,4/8/2015,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,Adrenaline
293,,6/6/2018 19:22,6/6/2018 19:22,6/3/2014,Transfer,Snr,Cat,Neutered Male,4 years,Domestic Medium Hair Mix,Orange Tabby,anaesthetic
294,Leia,12/16/2018 16:17,12/16/2018 16:17,5/25/2015,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby,midazolam
295,April,8/19/2017 9:24,8/19/2017 9:24,12/18/2016,Adoption,,Other,Intact Female,8 months,Hamster Mix,Tan/White,inflammatory
296,*Mack,1/28/2017 15:45,1/28/2017 15:45,12/8/2014,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/Black,Opioids
297,Max,11/8/2018 17:59,11/8/2018 17:59,12/27/2013,Adoption,,Dog,Neutered Male,4 years,Pit Bull Mix,Black/White,Crystalloid
298,,5/30/2014 19:01,5/30/2014 19:01,4/30/2014,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Brown/Black,Potassium chloride
ment': 'Lighting',,12/5/2014 8:27,12/5/2014 8:27,12/4/2013,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,gluconate
299,,5/22/2017 19:45,5/22/2017 19:45,5/22/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,mannitol
300,*Bach,6/2/2016 12:09,6/2/2016 12:09,5/21/2013,Transfer,Partner,Dog,Intact Female,3 years,Beagle Mix,Tricolor,Dextrose
301,,12/31/2016 15:45,12/31/2016 15:45,6/27/2016,Adoption,,Dog,Spayed Female,6 months,German Shepherd Mix,Tan/White,Heparin
302,,7/1/2014 11:45,7/1/2014 11:45,4/22/2014,Transfer,Partner,Dog,Intact Male,2 months,Siberian Husky/German Shepherd,White,Vitamin K9
303,Lulu,9/4/2015 15:49,9/4/2015 15:49,12/28/2014,Return to Owner,,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black,isoflurane
304,Scarlet,1/11/2017 17:39,1/11/2017 17:39,4/4/2016,Adoption,,Dog,Spayed Female,9 months,Labrador Retriever Mix,Black,alfaxalone
305,,10/3/2016 12:36,10/3/2016 12:36,9/3/2016,Transfer,Partner,Dog,Intact Female,4 weeks,Toy Poodle Mix,Black,propofol
306,,6/4/2017 17:37,6/4/2017 17:37,3/31/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby,hydroxyzine
307,Cookie,3/4/2017 14:18,3/4/2017 14:18,2/4/2016,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle,Colloid
308,,2/25/2017 15:27,2/25/2017 15:27,2/16/2017,Transfer,Partner,Dog,Unknown,1 weeks,Great Pyrenees Mix,White,emulsions
309,Belle,7/22/2017 10:48,7/22/2017 10:48,5/22/2017,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,White/Black,Amoxicillin
310,Zola,1/10/2019 12:05,1/10/2019 12:05,7/10/2018,Return to Owner,,Dog,Spayed Female,6 months,German Shepherd/Siberian Husky,Brown/Tan,Clindamycin
311,*Gwen,9/13/2015 16:02,9/13/2015 16:02,8/26/2007,Adoption,,Dog,Spayed Female,8 years,Australian Kelpie Mix,Black/Tan,Amoxicillin
312,Tyson,11/8/2015 13:19,11/8/2015 13:19,4/28/2014,Transfer,Partner,Dog,Neutered Male,1 year,Catahoula Mix,Fawn/White,Ampicillin
313,*Sophie,1/12/2014 12:06,1/12/2014 12:06,1/1/2013,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie,Cefazolin
314,Cameron,8/16/2015 18:56,8/16/2015 18:56,5/6/2015,Adoption,,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby,sulfonamide
315,,12/2/2016 14:11,12/2/2016 14:11,11/28/2011,Adoption,,Dog,Spayed Female,5 years,Miniature Poodle Mix,Gray,Doxycycline
316,,11/4/2017 17:00,11/4/2017 17:00,8/28/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Gray Tabby/White,Erythromycin
317,Knight,5/15/2016 16:05,5/15/2016 16:05,5/12/2003,Euthanasia,Medical,Dog,Neutered Male,13 years,Labrador Retriever Mix,Black,Metronidazole
318,,11/7/2018 17:25,11/7/2018 17:25,9/21/2018,Transfer,Partner,Dog,Intact Male,1 month,Beagle Mix,Black/White,Enrofloxacin
319,,11/19/2013 13:43,11/19/2013 13:43,9/4/2013,Euthanasia,Suffering,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby,Florfenicol
320,,7/22/2015 14:49,7/22/2015 14:49,7/4/2015,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie,Oxygen
321,Ajax,9/4/2017 14:51,9/4/2017 14:51,12/11/2016,Return to Owner,,Dog,Neutered Male,8 months,Norwich Terrier Mix,White/Red,xylazine
322,,3/17/2015 16:55,3/17/2015 16:55,3/15/2014,Adoption,,Dog,Neutered Male,1 year,Australian Kelpie Mix,Tan/White,medetomidine
323,Baggetta,6/16/2018 14:36,6/16/2018 14:36,7/6/2014,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,Brown/White,yohimbine
324,*Bambi,3/18/2014 16:04,3/18/2014 16:04,3/10/2011,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Brown,tolazoline
325,,7/22/2018 19:17,7/22/2018 19:17,5/11/2018,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan/White,Anticholinergic
326,*Tulsi,4/22/2017 18:36,4/22/2017 18:36,1/18/2016,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown,Lidocaine
327,,10/10/2018 18:55,10/10/2018 18:55,10/10/2017,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Black/Gray,Adrenaline
328,,10/5/2018 15:59,10/5/2018 15:59,5/1/2018,Adoption,,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,Tan/White,anaesthetic
329,,9/12/2015 14:29,9/12/2015 14:29,8/28/2015,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,midazolam
